title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
N2,https://github.com/kakao/n2,N2,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets,Vector Similarity Search (ANN),570,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PySparNN,https://github.com/facebookresearch/pysparnn,PySparNN,Approximate Nearest Neighbor Search for Sparse Data in Python!,Vector Similarity Search (ANN),920,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tensorflow-probability,https://www.tensorflow.org/probability/,tensorflow-probability,Probabilistic reasoning and statistical analysis in TensorFlow,Probabilistics & Statistics,4300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
patsy,https://github.com/pydata/patsy,patsy,Describing statistical models in Python using symbolic formulas,Probabilistics & Statistics,960,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
pgmpy,https://pgmpy.org/,pgmpy,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in Bayesian Networks.",Probabilistics & Statistics,2800,,,,,,,https://raw.githubusercontent.com/pgmpy/pgmpy/dev/logo/logo_color.png
GPyTorch,https://github.com/cornellius-gp/gpytorch,GPyTorch,A highly efficient implementation of Gaussian Processes in PyTorch,Probabilistics & Statistics,3600,,,,,,,https://github.com/cornellius-gp/gpytorch/actions/workflows/run_test_suite.yml/badge.svg
pandas-ta,https://twopirllc.github.io/pandas-ta/,pandas-ta,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators,Probabilistics & Statistics,5600,,,,,,,https://github.com/twopirllc/pandas-ta/raw/main/images/logo.png
hmmlearn,https://hmmlearn.readthedocs.org/,hmmlearn,"Hidden Markov Models in Python, with scikit-learn like API",Probabilistics & Statistics,3100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GPflow,https://github.com/GPflow/GPflow,GPflow,Gaussian processes in TensorFlow,Probabilistics & Statistics,1900,,,,,,,https://github.com/GPflow/GPflow/raw/develop/doc/sphinx/_static/gpflow_logo.svg
SALib,https://salib.github.io/SALib/,SALib,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",Probabilistics & Statistics,890,,,,,,,https://raw.githubusercontent.com/SALib/SALib/main/docs/assets/logo.png
bambi,https://bambinos.github.io/bambi/,bambi,BAyesian Model-Building Interface (Bambi) in Python.,Probabilistics & Statistics,1100,,,,,,,https://raw.githubusercontent.com/bambinos/bambi/main/docs/logos/RGB/Bambi_logo.png
pomegranate,https://pomegranate.readthedocs.org/en/latest/,pomegranate,"Fast, flexible and easy to use probabilistic modelling in Python.",Probabilistics & Statistics,3400,,,,,,,https://github.com/jmschrei/pomegranate/raw/master/docs/logo/pomegranate-logo.png
scikit-posthocs,https://scikit-posthocs.rtfd.io/,scikit-posthocs,Multiple Pairwise Comparisons (Post Hoc) Tests in Python,Probabilistics & Statistics,350,,,,,,,https://github.com/maximtrp/scikit-posthocs/raw/master/images/logo.png
Orbit,https://orbit-ml.readthedocs.io/en/stable/,Orbit,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,Probabilistics & Statistics,1900,,,,,,,https://raw.githubusercontent.com/uber/orbit/dev/docs/img/orbit-banner.png
TorchUncertainty,https://torch-uncertainty.github.io/,TorchUncertainty,Open-source framework for uncertainty and deep learning models in PyTorch.,Probabilistics & Statistics,330,,,,,,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty/raw/main/docs/source/_static/images/torch_uncertainty.png
Baal,https://baal.readthedocs.io/,Baal,Bayesian active learning library for research and industrial usecases.,Probabilistics & Statistics,880,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
filterpy,https://github.com/rlabbe/filterpy,filterpy,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman filter, Unscented Kalman filter, g-h (alpha-beta), least squares, H Infinity, smoothers, and more. Has companion book 'Kalman and Bayesian Filters in Python'.",Probabilistics & Statistics,3400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
pingouin,https://pingouin-stats.org/,pingouin,Statistical package in Python based on Pandas,Probabilistics & Statistics,1700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
pyhsmm,https://github.com/mattjj/pyhsmm,pyhsmm,"This is a Python library for approximate unsupervised inference in Bayesian Hidden Markov Models (HMMs) and explicit-duration Hidden semi-Markov Models (HSMMs), focusing on the Bayesian Nonparametric extensions, the HDP-HMM and HDP-HSMM, mostly with weak-limit approximations.",Probabilistics & Statistics,550,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Funsor,https://funsor.pyro.ai/,Funsor,Functional tensors for probabilistic programming,Probabilistics & Statistics,240,,,,,,,https://github.com/pyro-ppl/funsor/workflows/CI/badge.svg
ART,https://adversarial-robustness-toolbox.readthedocs.io/en/latest/,ART,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams",Adversarial Robustness,5000,,,,,,,https://github.com/Trusted-AI/adversarial-robustness-toolbox/raw/main/docs/images/art_lfai.png?raw=true
TextAttack,https://textattack.readthedocs.io/en/master/,TextAttack,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP https://textattack.readthedocs.io/en/master/",Adversarial Robustness,3000,,,,,,,https://github.com/QData/TextAttack/workflows/Github%20PyTest/badge.svg
Foolbox,https://foolbox.jonasrauber.de/,Foolbox,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX",Adversarial Robustness,2800,,,,,,,https://raw.githubusercontent.com/bethgelab/foolbox/master/guide/.vuepress/public/logo_small.png
CleverHans,https://github.com/cleverhans-lab/cleverhans,CleverHans,"An adversarial example library for constructing attacks, building defenses, and benchmarking both",Adversarial Robustness,6200,,,,,,,https://github.com/tensorflow/cleverhans/raw/master/assets/logo.png?raw=true
advertorch,https://github.com/BorealisAI/advertorch,advertorch,A Toolbox for Adversarial Robustness Research,Adversarial Robustness,1300,,,,,,,https://raw.githubusercontent.com/borealisai/advertorch/master/assets/logo.png?raw=true
AdvBox,https://github.com/advboxes/AdvBox,AdvBox,"Advbox is a toolbox to generate adversarial examples that fool neural networks in PaddlePaddle, PyTorch, Caffe2, MxNet, Keras, TensorFlow and Advbox can benchmark the robustness of machine learning models. Advbox give a command line tool to generate adversarial examples with Zero-Coding.",Adversarial Robustness,1400,,,,,,,https://github.com/advboxes/AdvBox/raw/master/pic/logo.png
robustness,https://github.com/MadryLab/robustness,robustness,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",Adversarial Robustness,920,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
textflint,https://github.com/textflint/textflint,textflint,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing,Adversarial Robustness,640,,,,,,,https://github.com/textflint/textflint/raw/master/images/logo.png
Adversary,https://github.com/airbnb/artificial-adversary,Adversary,Tool to generate adversarial text examples and test machine learning models against them,Adversarial Robustness,400,,,,,,,https://github.com/airbnb/artificial-adversary/raw/master/adversary_name.png
optimum,https://huggingface.co/docs/optimum/main/,optimum,"Accelerate inference and training of — Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware optimization tools",GPU & Accelerator Utilities,2600,,,,,,,https://github.com/huggingface/optimum/actions/workflows/test_onnxruntime.yml/badge.svg
cuDF,https://docs.rapids.ai/api/cudf/stable/,cuDF,cuDF - GPU DataFrame Library,GPU & Accelerator Utilities,8600,,,,,,,https://github.com/rapidsai/cudf/raw/branch-25.02/img/rapids_logo.png
Apex,https://github.com/NVIDIA/apex,Apex,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch,GPU & Accelerator Utilities,8500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
cuML,https://docs.rapids.ai/api/cuml/stable/,cuML,cuML - RAPIDS Machine Learning Library,GPU & Accelerator Utilities,4300,,,,,,,https://github.com/rapidsai/cuml/raw/branch-25.02/img/rapids_logo.png
PyCUDA,https://mathema.tician.de/software/pycuda,PyCUDA,"CUDA integration for Python, plus shiny features",GPU & Accelerator Utilities,1900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
gpustat,https://pypi.python.org/pypi/gpustat,gpustat,A simple command-line utility for querying and monitoring GPU status,GPU & Accelerator Utilities,4100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ArrayFire,https://arrayfire.com/,ArrayFire,ArrayFire: a general purpose GPU library.,GPU & Accelerator Utilities,4600,,,,,,,https://arrayfire.com/wp-content/uploads/2016/08/logo_blue_background.jpg
cuGraph,https://docs.rapids.ai/api/cugraph/stable/,cuGraph,cuGraph - RAPIDS Graph Analytics Library,GPU & Accelerator Utilities,1800,,,,,,,https://github.com/rapidsai/cugraph/raw/branch-25.02/img/cugraph_logo_2.png
DALI,https://docs.nvidia.com/deeplearning/dali/user-guide/docs/index.html,DALI,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to accelerate deep learning training and inference applications.,GPU & Accelerator Utilities,5200,,,,,,,https://docs.nvidia.com/deeplearning/dali/user-guide/docs/_static/nvidia-logo-horiz-rgb-blk-for-screen.svg
Vulkan Kompute,https://kompute.cc/,Vulkan Kompute,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm, NVIDIA & friends). Blazing fast, mobile-enabled, asynchronous and optimized for advanced GPU data processing usecases. Backed by the Linux Foundation.",GPU & Accelerator Utilities,2000,,,,,,,https://raw.githubusercontent.com/KomputeProject/kompute/master/docs/images/kompute.jpg
Merlin,https://github.com/NVIDIA-Merlin/Merlin,Merlin,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature engineering and preprocessing to training deep learning models and running inference in production.",GPU & Accelerator Utilities,790,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
GPUtil,https://github.com/anderskm/gputil,GPUtil,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python,GPU & Accelerator Utilities,1200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
scikit-cuda,https://scikit-cuda.readthedocs.org/,scikit-cuda,Python interface to GPU-powered libraries,GPU & Accelerator Utilities,990,,,,,,,https://raw.githubusercontent.com/lebedov/scikit-cuda/master/docs/source/_static/logo.png
py3nvml,https://github.com/fbcotter/py3nvml,py3nvml,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,GPU & Accelerator Utilities,240,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
BlazingSQL,https://blazingsql.com/,BlazingSQL,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",GPU & Accelerator Utilities,1900,,,,,,,https://blazingsql.com/wp-content/uploads/2023/02/17-1.jpg
nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,nvidia-ml-py3,Python 3 Bindings for the NVIDIA Management Library,GPU & Accelerator Utilities,130,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
cuSignal,https://github.com/rapidsai/cusignal,cuSignal,cuSignal - RAPIDS Signal Processing Library,GPU & Accelerator Utilities,720,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,SpeedTorch,Library for faster pinned CPU <-> GPU transfer in Pytorch,GPU & Accelerator Utilities,680,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ipyexperiments,https://github.com/stas00/ipyexperiments,ipyexperiments,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers",GPU & Accelerator Utilities,210,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorFlow Datasets,https://www.tensorflow.org/datasets,TensorFlow Datasets,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",Tensorflow Utilities,4300,,,,,,,https://github.com/tensorflow/datasets/actions/workflows/pytest.yml/badge.svg
TFX,https://tensorflow.github.io/tfx/,TFX,TFX is an end-to-end platform for deploying production ML pipelines,Tensorflow Utilities,2100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tensorflow-hub,https://tensorflow.org/hub,tensorflow-hub,A library for transfer learning by reusing parts of TensorFlow models.,Tensorflow Utilities,3500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TF Addons,https://github.com/tensorflow/addons,TF Addons,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons,Tensorflow Utilities,1700,,,,,,,https://github.com/tensorflow/community/raw/master/sigs/logos/SIGAddons.png
TensorFlow I/O,https://github.com/tensorflow/io,TensorFlow I/O,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO",Tensorflow Utilities,710,,,,,,,https://github.com/tensorflow/community/raw/master/sigs/logos/SIGIO.png
TF Model Optimization,https://www.tensorflow.org/model_optimization,TF Model Optimization,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",Tensorflow Utilities,1500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorFlow Transform,https://github.com/tensorflow/transform,TensorFlow Transform,Input pipeline framework,Tensorflow Utilities,990,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Neural Structured Learning,https://www.tensorflow.org/neural_structured_learning,Neural Structured Learning,Training neural models with structured signals.,Tensorflow Utilities,980,,,,,,,https://github.com/tensorflow/neural-structured-learning/raw/master/g3doc/images/nsl_overview.png
TF Compression,https://github.com/tensorflow/compression,TF Compression,Data compression in TensorFlow,Tensorflow Utilities,870,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorFlow Cloud,https://github.com/tensorflow/cloud,TensorFlow Cloud,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and TensorFlow code in a local environment to distributed training in the cloud.,Tensorflow Utilities,380,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
